invoice,day,time,empl_id,empl_full_name,empl_date_of_birth,empl_phone,empl_gender,empl_email,role,pharmacy_id,pharmacy,address_id,city,state,postal code,street_num,street,build_num,pharmacy_phone,pharmacy_email,registration_date,floor_space,payment_type,promotion_channel_id,promotion_channel,promotion_subcategory_id,promotion_subcategory,promotion_id,promotion,discount%,prod_id,prod_name,prod_descr,class_id,class_name,class_descr,subclass,subclass_descr,brand_id,brand_name,supplier_id,supplier,supplier_phone,supplier_email,unit_cost,unit_price,quantity,final_sales_amount
20220101-112509-83,2022-01-01,11:25:09,83,James Smith,02/06/1996,(345) 678-9012,male,fsmith@gmail.com,seller,28,RedCross ,742,oceanside,california,92057,3621,vis campana south,65,"(012) 305-6789, (678) 901-2345",redcross @gmail.com,2015-03-25,39.84,card,0,,13,NONE DISCOUNT,4287,NONE DISCOUNT,0,417,FLUTICASONE NASAL SPRAY 100 ML,"Fluticasone nasal spray is a medication used to treat symptoms of allergies, such as a runny or congested nose. It comes in a 100ml bottle.",23,Antiasthmatic,Asthma medication that helps prevent or manage asthma attacks.,Corticosteroid,"Anti-inflammatory drugs used to treat a variety of conditions, including allergies, asthma, and skin disorders.",22,EverWell Therapeutics,5690,MedWorks, 777-888-0678,oficial@medworks.com,56.65,69.11,2,138.22
20220101-112509-83,2022-01-01,11:25:09,83,James Smith,02/06/1996,(345) 678-9012,male,fsmith@gmail.com,seller,28,RedCross ,742,oceanside,california,92057,3621,vis campana south,65,"(012) 305-6789, (678) 901-2345",redcross @gmail.com,2015-03-25,39.84,card,0,,13,NONE DISCOUNT,4287,NONE DISCOUNT,0,649,TRIAZOLAM TABLET 15 MG 30 PCS,Triazolam 15mg tablet in a pack of 30 pcs - a potent sedative-hypnotic medication that aids in managing insomnia and inducing sleep.,35,Sedative,"Reliable and calming sedative for a peaceful, restful experience.",Benzodiazepine,"An addictive sedative used to treat anxiety, insomnia, and seizures.",33,AlphaGen Laboratories,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,61.69,80.2,1,80.2
20220101-112517-3,2022-01-01,11:25:17,3,Michael Smith,08/05/1996,(345) 678-9012,male,5620micha@gmail.com,administrator,1,HealthLink ,31,jacksonville,fl,32244,5620,collins rd,68,833375-9858,healthlink @gmail.com,2015-01-14,59.11,cash,0,,13,NONE DISCOUNT,4385,NONE DISCOUNT,0,969,NARATRIPTAN TABLET 40 MG 60 PCS,"Naratriptan tablet is a 40mg medication that comes in a pack of 60 tablets, used for the treatment of migraine headaches.",53,Antimigraine medication,Effective relief for migraines and cluster headaches,Triptans,Migraine relief medication.,26,ApexCure Innovations,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,51.75,57.96,3,173.88
20220101-112818-33,2022-01-01,11:28:18,33,Samuel Smith,03/04/1996,(345) 678-9012,male,uelsamueh@gmail.com,administrator,12,LifePlus ,263,rolling meadows,il,60008,2106,hawk lane,73,867433-0999,lifeplus @gmail.com,2020-07-03,50.18,card,0,,13,NONE DISCOUNT,4409,NONE DISCOUNT,0,378,DIPYRIDAMOLE TABLET 325 MG 40 PCS,Dipyridamole tablet is a medication available in a pack of 40 pieces and contains 325 mg of the active ingredient.,21,Antiplatelet agent,Medication that prevents blood clotting and reduces the risk of heart attack and stroke.,Inhibitor,Prevents or slows down a specific chemical reaction.,16,NeoGen PharmaTech,5687,PharmaPlus, 278-599-3333,info@pharmaplus.com,9.8,12.25,3,36.75
20220101-112934-82,2022-01-01,11:29:34,82,Emma Johnson,07/27/1992,(234) 567-8901,female,maemnson@gmail.com,seller,28,RedCross ,742,oceanside,california,92057,3621.0,vis campana south,65,"(012) 305-6789, (678) 901-2345",redcross @gmail.com,2015-03-25,39.84,cash,0,,13,NONE DISCOUNT,4420,NONE DISCOUNT,0,657,SECOBARBITAL TABLET 20 MG 50 PCS,"Secobarbital tablet 20 mg 50 pcs is a medication used for treating sleep disorders and epilepsy, providing relaxation and sedative effects.",35,Sedative,"Reliable and calming sedative for a peaceful, restful experience.",Barbiturates,Sedative-hypnotic drug that depresses the central nervous system to induce relaxation and sleep.,42,Sanofi,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,58.23,65.22,3,195.66
20220101-112956-98,2022-01-01,11:29:56,98,Harper Taylor,04/07/1995,(890) 123-4567,male,,seller,33,LifeSavers ,929,chesapeake,virginia,23320,1727,fisher avenue,17,(567) 850-1234,lifesavers @gmail.com,2020-05-04,38.42,cash,0,,13,NONE DISCOUNT,4389,NONE DISCOUNT,0,70,CLEMIZOLE TABLET 5 MG 30 PCS,Clemizole tablet 5 mg 30 pcs is a medication used to relieve symptoms of allergies and hay fever.,4,Antihistamine,Relieves allergy symptoms by blocking histamine receptors.,Antihistamine,Allergy medication that reduces histamine activity to relieve symptoms like sneezing and itching.,20,PureLife Labs,5681,HealthPro, 987-654-3210,oficial@healthpro.com,23.5,26.79,3,80.37
20220101-112956-98,2022-01-01,11:29:56,98,Harper Taylor,04/07/1995,(890) 123-4567,male,,seller,33,LifeSavers ,929,chesapeake,virginia,23320,1727,fisher avenue,17,(567) 850-1234,lifesavers @gmail.com,2020-05-04,38.42,cash,0,,13,NONE DISCOUNT,4389,NONE DISCOUNT,0,193,HALDOL INJECTION 325 MG 100 PCS,"Haldol injection, 325 mg, 100 pcs - an antipsychotic medication injected in 325 mg dosage, comes in a package of 100 vials.",11,Antipsychotic,"Medication for treating psychosis, including mental disorders like schizophrenia and bipolar disorder.",Antipsychotic,"Medication for treating mental illnesses & managing symptoms of psychosis, schizophrenia, bipolar disorder, & other conditions.",10,AdvancedHealth Pharma,5684,MediSupply, 777-333-1111,,61.45,71.9,1,71.9
20220101-113023-51,2022-01-01,11:30:23,51,Andrew Davis,05/11/1993,(123) 456-7890,male,11andrewandrewepokfdavis@gmail.com,administrator,18,CentralCure ,458,ridge,n.y,11961,11.0,canarsie tr,17,957397-0586,centralcure @gmail.com,2015-12-22,39.56,card,5,RADIO,1,OVER-THE-COUNTER MEDICINES,4208,PURECARE,10,1090,VITAMIN E TABLET 20 MG 50 PCS,"Vitamin E tablet 20 mg 50 pcs - A potent antioxidant supplement that promotes healthy skin, hair, and immunity. Essential for overall well-being.",60,Vitamin,Essential nutrient for overall health and well-being.,Vitamins,Essential nutrients for overall health and wellbeing.,17,PrimeVital Solutions,5689,VitalHealth, 356-333-1011,marketing@vitalhealth.com,30.81,37.9,2,75.8
20220101-113145-43,2022-01-01,11:31:45,43,William Smith,02/08/1996,(345) 678-9012,male,5407willi@gmail.com,administrator,15,DailyDose ,370,chicago,il,60632,5407,south mozart stre,25,857380-9875,dailydose @gmail.com,2020-07-25,38.36,cash,3,BILBOARD,1,OVER-THE-COUNTER MEDICINES,4206,RAPIDAID,2,335,ATROPINE TABLET 20 MG 40 PCS,"Atropine tablet, 20 mg strength, 40 pcs supplied. Used to treat various medical conditions by blocking certain nerve signals.",18,Antiarrhythmic,Antiarrhythmic - Medication used to prevent or treat abnormal heart rhythms.,Antiarrhythmic,Medicine that provides treatment for irregular heartbeats and prevents abnormal cardiac rhythms.,42,Sanofi,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,24.23,27.62,2,55.24
20220101-113145-43,2022-01-01,11:31:45,43,William Smith,02/08/1996,(345) 678-9012,male,5407willi@gmail.com,administrator,15,DailyDose ,370,chicago,il,60632,5407,south mozart stre,25,857380-9875,dailydose @gmail.com,2020-07-25,38.36,cash,3,BILBOARD,1,OVER-THE-COUNTER MEDICINES,4206,RAPIDAID,2,534,ORPHENADRINE TABLET 200 MG 100 PCS,"Orphenadrine tablet, 200mg, 100 pcs, is a medication used to relieve muscle spasms and associated pain, providing effective relief for various musculoskeletal conditions.",29,Muscle relaxant,Relieves muscle tension and spasms effectively.,Relaxants,Relaxants: Medications that promote relaxation and reduce tension and anxiety in the body.,54,Biogen,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,57.38,70.58,1,70.58
20220101-113345-5,2022-01-01,11:33:45,5,Ethan Wilson,11/29/1991,(567) 890-1234,male,1735ethaneth@gmail.com,seller,2,WellCare ,59,ocala,fl,34473,1735,sw 155th plac rd,76,574920-9333,wellcare @gmail.com,2015-03-11,45.51,card,0,,13,NONE DISCOUNT,4459,NONE DISCOUNT,0,140,ZIDOVUDINE TABLET 325 MG 40 PCS,"Zidovudine tablet, 325mg, 40 pcs, is an antiviral medication used to treat HIV infection.",8,Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",10,AdvancedHealth Pharma,5684,MediSupply, 777-333-1111,medi_supply@medi.com,45.83,54.08,3,162.24
20220101-113345-5,2022-01-01,11:33:45,5,Ethan Wilson,11/29/1991,(567) 890-1234,male,1735ethaneth@gmail.com,seller,2,WellCare ,59,ocala,fl,34473,1735,sw 155th plac rd,76,574920-9333,wellcare @gmail.com,2015-03-11,45.51,card,0,,13,NONE DISCOUNT,4459,NONE DISCOUNT,0,821,SOTALOL TABLET 50 MG 50 PCS,Sotalol tablet 50 mg is a medication used to treat irregular heartbeats. This pack contains 50 tablets.,45,Beta blocker,Heart medication that blocks the effects of stress hormones.,Blockers,Heart medication that blocks the effects of stress hormones.,1,MediGen Pharmaceuticals,5686,MedPro, 905-568-3333,general@medpro.com,32.4,41.8,1,41.8
20220101-113617-95,2022-01-01,11:36:17,95,Alexander Thompson,05/30/1990,(567) 890-1234,male,erepokn@gmail.com,seller,32,AceRelief ,888,suffolk,virginia,23435,133,rabey farm road,75,(456) 799-0123,acerelief @gmail.com,2018-05-10,52.25,cash,1,INTERNET,12,SKINCARE AND BEAUTY PRODUCTS,4258,"""GLOW UP ESSENTIALS""",3,561,FELODIPINE TABLET 5 MG 30 PCS,Felodipine tablet 5 mg is a medication used to treat high blood pressure. This pack contains 30 tablets.,30,Vasodilator,"Widens blood vessels, promoting increased blood flow to enhance oxygen and nutrient delivery throughout the body.",Nitrovasodilators,"Potent vasodilators that relax and widen blood vessels, improving blood flow and reducing blood pressure.",47,Bristol Myers Squibb,5686,MedPro, 905-568-3333,general@medpro.com,27.85,32.86,3,98.58
20220101-113713-47,2022-01-01,11:37:13,47,Jackson Anderson,01/01/1990,(789) 012-3456,male,rson@gmail.com,administrator,16,OptimaCare ,380,new york city,n.y,10468,2600 33,university avenue,65,288509-9887,optimacare @gmail.com,2017-09-27,53.63,card,0,,13,NONE DISCOUNT,4397,NONE DISCOUNT,0,750,CISPLATIN TABLET 50 MG 20 PCS,"Cisplatin tablet 50 mg 20 pcs: An effective chemotherapy medication used to treat various types of cancer, in convenient pack of 20 tablets.",41,Chemotherapy drug,Cancer treatment medication for chemotherapy.,Antimetabolite,Inhibits essential metabolic processes used in cell growth and reproduction.,10,AdvancedHealth Pharma,5681,HealthPro, 987-654-3210,oficial@healthpro.com,58.21,68.11,3,204.33
20220101-113713-47,2022-01-01,11:37:13,47,Jackson Anderson,01/01/1990,(789) 012-3456,male,rson@gmail.com,administrator,16,OptimaCare ,380,new york city,n.y,10468,2600 33,university avenue,65,288509-9887,optimacare @gmail.com,2017-09-27,53.63,card,0,,13,NONE DISCOUNT,4397,NONE DISCOUNT,0,899,IPRATROPIUM SOLUTION 200 ML,"Ipratropium solution is a medication available in a 200 ml size, used for treating symptoms of respiratory conditions such as asthma and chronic obstructive pulmonary disease (COPD).",49,Respiratory system drug,Lung-relieving medication.,Anticholinergic,"Drug class that inhibits the action of acetylcholine, affecting multiple bodily systems.",42,Sanofi,5681,HealthPro, 987-654-3210,oficial@healthpro.com,47.12,59.84,1,59.84
20220101-113723-24,2022-01-01,11:37:23,24,Elizabeth Wilson,06/23/1993,(456) 789-0123,female,abethepokfwilson@gmail.com,administrator,9,PureCure ,221,evanston,il,60201,2122.0,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,card,0,,13,NONE DISCOUNT,4330,NONE DISCOUNT,0,699,ERYTHROMYCIN TABLET 325 MG 10 PCS,Erythromycin tablet 325 mg 10 pcs is a medication used to treat bacterial infections.,38,Gastrointestinal stimulant,"Stimulates gastrointestinal activity, including motility and secretion.",Cholinergic,"Cholinergic: Nerves that release acetylcholine to activate muscle contraction, stimulate glands, and regulate memory and mood.",38,GlaxoSmithKline,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,59.39,73.05,2,146.1
20220101-113945-97,2022-01-01,11:39:45,97,Joseph Anderson,09/24/1992,(789) 012-3456,male,ephepokfaon@gmail.com,seller,32,AceRelief ,888,suffolk,virginia,23435,133,rabey farm road,75,(456) 799-0123,acerelief @gmail.com,2018-05-10,52.25,card,0,,13,NONE DISCOUNT,4323,NONE DISCOUNT,0,101,ETODOLAC TABLET 10 MG 20 PCS,Etodolac is a nonsteroidal anti-inflammatory drug used to relieve pain and reduce inflammation. This tablet contains 10 mg and comes in a pack of 20 pieces.,6,Anti-inflammatory,"Reduces swelling and inflammation, providing relief from pain and discomfort.",Corticosteroid,"Anti-inflammatory drugs that mimic cortisol, a hormone produced by the adrenal glands.",39,Johnson & Johnson,5689,VitalHealth, 356-333-1011,marketing@vitalhealth.com,67.1,82.53,3,247.59
20220101-113945-97,2022-01-01,11:39:45,97,Joseph Anderson,09/24/1992,(789) 012-3456,male,ephepokfaon@gmail.com,seller,32,AceRelief ,888,suffolk,virginia,23435,133,rabey farm road,75,(456) 799-0123,acerelief @gmail.com,2018-05-10,52.25,card,0,,13,NONE DISCOUNT,4323,NONE DISCOUNT,0,689,TOFACITINIB TABLET 100 MG 20 PCS,"Tofacitinib is a 100 mg tablet available in a pack of 20 pieces, commonly used for the treatment of certain autoimmune diseases.",37,Immunomodulator,Enhances and regulates immune response.,Immunomodulator,Boosts immune response to fight infections and maintain overall health.,35,FutureCure PharmaTech,5686,MedPro, 905-568-3333,general@medpro.com,18.77,21.77,3,65.31
20220101-113945-97,2022-01-01,11:39:45,97,Joseph Anderson,09/24/1992,(789) 012-3456,male,ephepokfaon@gmail.com,seller,32,AceRelief ,888,suffolk,virginia,23435,133,rabey farm road,75,(456) 799-0123,acerelief @gmail.com,2018-05-10,52.25,card,0,,13,NONE DISCOUNT,4323,NONE DISCOUNT,0,1053,OCTREOTIDE INJECTION 200 MG 30 PCS,"Octreotide injection is a medication available in a pack of 30 pieces, each containing 200 mg, commonly used to treat certain medical conditions.",57,Vasopressor,Potent blood pressure raising medication,Vasoconstrictor,"Decreases blood vessel diameter, raising blood pressure.",2,Vitality Labs,5683,CareRx, 222-888-9799,oficial@carerx.com,24.86,31.08,1,31.08
20220101-113947-13,2022-01-01,11:39:47,13,Benjamin Smith,03/07/1996,(345) 678-9012,male,,administrator,5,VitalEase ,139,fort lauderdale,fl,33308,3321,ne 33 st,45,574888-0988,vitalease @gmail.com,2015-09-28,51.28,cash,0,,13,NONE DISCOUNT,4398,NONE DISCOUNT,0,831,HYDROCORTISONE CREAM CREAM 15 G,"Hydrocortisone cream is a topical medication containing 15 g of hydrocortisone. It is used to relieve itching, inflammation, and irritation caused by skin conditions like eczema, dermatitis, and insect bites.",46,Topical medication,Medication applied directly to the skin for localized treatment.,Corticosteroid,Anti-inflammatory drug for treating various conditions.,19,SunHealth Innovations,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,60.51,78.66,1,78.66
20220101-114109-74,2022-01-01,11:41:09,74,Isabella Wilson,11/15/1994,(456) 789-0123,female,25025lson@gmail.com,seller,25,MedSmart ,680,lake forest,california,92630,25025,castlewood,66,(789) 082-3456,medsmart @gmail.com,2020-04-23,30.75,card,0,,13,NONE DISCOUNT,4475,NONE DISCOUNT,0,1051,METHOXAMINE TABLET 15 MG 40 PCS,Methoxamine tablet 15 mg 40 pcs: A medication prescribed to treat low blood pressure and support cardiovascular function.,57,Vasopressor,Potent blood pressure raising medication,Vasoconstrictor,"Decreases blood vessel diameter, raising blood pressure.",32,NeoCure Pharmaceuticals,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,25.02,28.52,1,28.52
20220101-114144-57,2022-01-01,11:41:44,57,Samuel Anderson,09/27/1992,(789) 012-3456,male,10samue8@gmail.com,seller,20,FastRelief ,497,nyc,n.y,11236,10,paerdegat 7th street,54,860392-0486,fastrelief @gmail.com,2015-11-09,39.89,cash,1,INTERNET,10,FIRST AID SUPPLIES,4250,HEALTH PROTECTION BARGAINS,7,87,TAGAMET TABLET 80 MG 40 PCS,"Tagamet tablet 80mg 40 pcs is an effective over-the-counter medication for heartburn, acid indigestion, and sour stomach.",5,Antacid,Relieves acidity and indigestion discomfort,Antagonist,"Vicious, calculating, and relentless villain.",46,AbbVie,5685,QualityMeds, 321907-6900,oficial@qualitymeds.com,66.5,75.14,3,225.42
20220101-114144-57,2022-01-01,11:41:44,57,Samuel Anderson,09/27/1992,(789) 012-3456,male,10samue8@gmail.com,seller,20,FastRelief ,497,nyc,n.y,11236,10,paerdegat 7th street,54,860392-0486,fastrelief @gmail.com,2015-11-09,39.89,cash,1,INTERNET,10,FIRST AID SUPPLIES,4250,HEALTH PROTECTION BARGAINS,7,710,SENNA TABLET 50 MG 20 PCS,"Senna tablet 50 mg, pack of 20, is a gentle and effective laxative for relieving constipation.",38,Gastrointestinal stimulant,"Stimulates gastrointestinal activity, including motility and secretion.",Laxative,Fast-acting relief from constipation,15,GlobalCure Labs,5684,MediSupply, 777-333-1111,medi_supply@medi.com,32.24,36.75,3,110.25
20220101-114258-18,2022-01-01,11:42:58,18,Harper Taylor,04/11/1995,(890) 123-4567,male,10442harp@gmail.com,seller,7,Sunshine ,193,orland park,il,60467,10442.0,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,3,BILBOARD,5,BABY AND CHILD HEALTHCARE,4222,"""NURTURING CHILDREN'S HEALTH""",3,135,FOSCARNET INJECTION 325 MG 100 PCS,Foscarnet injection is a medication available in 325 mg dosage. Each pack contains 100 individual doses.,8,Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",35,FutureCure PharmaTech,5683,CareRx, 222-888-9799,oficial@carerx.com,65.49,75.97,2,151.94
20220101-114340-17,2022-01-01,11:43:40,17,Henry Anderson,09/28/1992,(789) 012-3456,male,10442henryderson@gmail.com,seller,7,Sunshine ,193,orland park,il,60467,10442.0,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,0,,13,NONE DISCOUNT,4459,NONE DISCOUNT,0,598,SYMPLEX F TABLET 250 MG 40 PCS,"Symplex F tablet is a 250 mg supplement containing 40 tablets, intricately designed to support overall health and well-being.",32,Hormonal contraceptive,Prevents pregnancy by altering hormone levels.,Contraceptive,Effective birth control methods to prevent pregnancy.,41,Merck,5679,MedSource, 126-987-6543,help@medsource.com,45.12,55.5,1,55.5
20220101-114352-90,2022-01-01,11:43:52,90,Charlotte Brown,10/28/1995,(012) 345-6789,female,1505charown@gmail.com,seller,31,MetroMed ,868,hampton,virginia,23666,1505.0,wildwood drv,68,(345) 688-9012,metromed @gmail.com,2015-12-23,57.4,cash,0,,13,NONE DISCOUNT,4388,NONE DISCOUNT,0,387,PICOTAMIDE TABLET 5 MG 100 PCS,"Picotamide tablet 5 mg 100 pcs is a medication used to treat blood clotting disorders, available in a pack of 100 tablets.",21,Antiplatelet agent,Medication that prevents blood clotting and reduces the risk of heart attack and stroke.,Antagonist,Prevents blood clotting,1,MediGen Pharmaceuticals,5684,MediSupply, 777-333-1111,,40.36,51.66,2,103.32
20220101-114453-51,2022-01-01,11:44:53,51,Andrew Davis,05/11/1993,(123) 456-7890,male,11andrewandrewepokfdavis@gmail.com,administrator,18,CentralCure ,458,ridge,n.y,11961,11.0,canarsie tr,17,957397-0586,centralcure @gmail.com,2015-12-22,39.56,cash,0,,13,NONE DISCOUNT,4424,NONE DISCOUNT,0,279,INDAPAMIDE TABLET 50 MG 100 PCS,"Indapamide tablet 50 mg 100 pcs is a medication typically used to treat hypertension and edema, helping to reduce water retention in the body.",15,Antihypertensive,Lower blood pressure and reduce the risk of cardiovascular diseases.,Diuretics,Promotes increased urine production and fluid elimination.,34,OmniHealth Sciences,5681,HealthPro, 987-654-3210,oficial@healthpro.com,7.24,8.83,2,17.66
20220101-114453-51,2022-01-01,11:44:53,51,Andrew Davis,05/11/1993,(123) 456-7890,male,11andrewandrewepokfdavis@gmail.com,administrator,18,CentralCure ,458,ridge,n.y,11961,11.0,canarsie tr,17,957397-0586,centralcure @gmail.com,2015-12-22,39.56,cash,0,,13,NONE DISCOUNT,4424,NONE DISCOUNT,0,353,TROSPIUM TABLET 200 MG 40 PCS,"Trospium tablets are a medication available in a pack of 40, each containing 200 mg of the active ingredient.",19,Antispasmodic,Relieves muscle spasms and cramps,Antispasmodic,Relieves muscle spasms and cramps.,50,Teva Pharmaceutical Industries,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,38.24,47.8,2,95.6
20220101-114539-24,2022-01-01,11:45:39,24,Elizabeth Wilson,06/23/1993,(456) 789-0123,female,abethepokfwilson@gmail.com,administrator,9,PureCure ,221,evanston,il,60201,2122.0,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,cash,0,,13,NONE DISCOUNT,4464,NONE DISCOUNT,0,309,DARIFENACIN TABLET 40 MG 40 PCS,"Darifenacin tablet 40 mg 40 pcs - Prescription medication for the treatment of urinary incontinence, helping to control overactive bladder symptoms.",17,Anticholinergic,"Inhibits acetylcholine activity, reducing cholinergic effects.",Anticholinergic,"Blocks the action of acetylcholine, affecting the parasympathetic nervous system.",20,PureLife Labs,5686,MedPro, 905-568-3333,general@medpro.com,40.51,52.66,2,105.32
20220101-114720-19,2022-01-01,11:47:20,19,Alexander Hernandez,10/24/1993,(901) 234-5678,male,10442alexanderernandez@gmail.com,administrator,7,Sunshine ,193,orland park,il,60467,10442,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,1,INTERNET,7,PAIN MANAGEMENT SOLUTIONS,4229,ULTIMATE RELIEF SALE,2,536,METAXALONE TABLET 40 MG 50 PCS,"Metaxalone tablet, available in a pack of 50, contains 40 mg of active ingredient. It is a muscle relaxant used to alleviate discomfort caused by musculoskeletal conditions.",29,Muscle relaxant,Relieves muscle tension and spasms effectively.,Relaxants,Relaxants: Medications that promote relaxation and reduce tension and anxiety in the body.,10,AdvancedHealth Pharma,5684,MediSupply, 777-333-1111,,16.77,21.47,3,64.41
20220101-114820-34,2022-01-01,11:48:20,34,Olivia Wilson,11/16/1994,(456) 789-0123,female,1456oliviaoliviaepokfwilson@gmail.com,seller,13,MedicoAid ,265,south elgin,il,60177,1456,marleigh ln,70,45588-9773,medicoaid @gmail.com,2014-10-29,38.7,cash,0,,13,NONE DISCOUNT,4373,NONE DISCOUNT,0,375,CLOPIDOGREL TABLET 400 MG 60 PCS,Clopidogrel tablet 400 mg 60 pcs is a medication used to prevent blood clots in patients with certain cardiovascular conditions.,21,Antiplatelet agent,Medication that prevents blood clotting and reduces the risk of heart attack and stroke.,Thienopyridines,Antiplatelet agent used in the prevention of blood clots.,46,AbbVie,5684,MediSupply, 777-333-1111,,14.32,15.75,3,47.25
20220101-114859-24,2022-01-01,11:48:59,24,Elizabeth Wilson,06/23/1993,(456) 789-0123,female,abethepokfwilson@gmail.com,administrator,9,PureCure ,221,evanston,il,60201,2122.0,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,cash,0,,13,NONE DISCOUNT,4300,NONE DISCOUNT,0,861,ORPHENADRINE TABLET 250 MG 100 PCS,"Orphenadrine tablet - provides 250 mg of relief in each piece, with 100 tablets in a bottle for extended use.",47,Antispastic agent,"Muscle relaxant that reduces spasms, stiffness, and pain caused by spasticity.",Anticholinergic,"Blocks the actions of acetylcholine, resulting in decreased activity of the parasympathetic nervous system.",46,AbbVie,5679,MedSource, 126-987-6543,help@medsource.com,68.13,79.71,2,159.42
20220101-115039-35,2022-01-01,11:50:39,35,David Thompson,06/30/1990,(567) 890-1234,male,ddavid89n@gmail.com,seller,13,MedicoAid ,265,south elgin,il,60177,1456,marleigh ln,70,45588-9773,medicoaid @gmail.com,2014-10-29,38.7,cash,0,,13,NONE DISCOUNT,4280,NONE DISCOUNT,0,315,UMECLIDINIUM TABLET 5 MG 60 PCS,Umeclidinium tablet is a medication containing 5 mg of the active ingredient. The pack contains 60 tablets.,17,Anticholinergic,"Inhibits acetylcholine activity, reducing cholinergic effects.",Anticholinergic,"Blocks the action of acetylcholine, affecting the parasympathetic nervous system.",17,PrimeVital Solutions,5690,MedWorks, 777-888-0678,oficial@medworks.com,61.79,80.33,2,160.66
20220101-115440-31,2022-01-01,11:54:40,31,Joseph Davis,05/08/1993,(123) 456-7890,male,,administrator,11,CureAll ,241,chicago,il,60617,10916.0,sth buffalo avenue,86,755590-9888,cureall @gmail.com,2016-05-17,27.5,card,0,,13,NONE DISCOUNT,4435,NONE DISCOUNT,0,137,LOPINAVIR TABLET 200 MG 60 PCS,"Lopinavir tablet, 200 mg strength, comes in a pack of 60 pieces. It is an antiviral medication used to treat HIV infection.",8,Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",Inhibitor,Blocker or substance that restricts or prevents the functioning or activity of a particular process or enzyme.,20,PureLife Labs,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,60.02,67.22,2,134.44
20220101-115440-31,2022-01-01,11:54:40,31,Joseph Davis,05/08/1993,(123) 456-7890,male,,administrator,11,CureAll ,241,chicago,il,60617,10916.0,sth buffalo avenue,86,755590-9888,cureall @gmail.com,2016-05-17,27.5,card,0,,13,NONE DISCOUNT,4435,NONE DISCOUNT,0,266,VALSARTAN TABLET 5 MG 10 PCS,Valsartan tablet 5 mg is available in a pack of 10 pieces. It is a medication used to treat high blood pressure and may help prevent certain heart conditions.,15,Antihypertensive,Lower blood pressure and reduce the risk of cardiovascular diseases.,Blocker,Increases urine production to assist in treating conditions like water retention or high blood pressure,9,BioGenix Therapeutics,5690,MedWorks, 777-888-0678,oficial@medworks.com,46.96,56.82,3,170.46
20220101-115522-37,2022-01-01,11:55:22,37,Henry Anderson,09/26/1992,(789) 012-3456,male,nryhenr@gmail.com,seller,14,EliteHealth ,359,chicago,il,60628,454,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,card,0,,13,NONE DISCOUNT,4352,NONE DISCOUNT,0,117,DALTEPARIN INJECTION 325 MG 60 PCS,Dalteparin injection 325 mg 60 pcs is a medication used to prevent blood clots and treat certain conditions. It comes in a pack of 60 injections.,7,Anticoagulant,Blood thinning medication to prevent blood clots.,Heparins,Anticoagulant drugs used to prevent blood clotting.,10,AdvancedHealth Pharma,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,55.59,68.38,2,136.76
20220101-115709-34,2022-01-01,11:57:09,34,Olivia Wilson,11/16/1994,(456) 789-0123,female,1456oliviaoliviaepokfwilson@gmail.com,seller,13,MedicoAid ,265,south elgin,il,60177,1456,marleigh ln,70,45588-9773,medicoaid @gmail.com,2014-10-29,38.7,card,1,INTERNET,9,FEMININE HYGIENE PRODUCTS,4241,PUREESSENCE FEMCARE,15,204,BUSPAR TABLET 20 MG 20 PCS,Buspar tablet 20 mg 20 pcs is an anti-anxiety medication that helps treat anxiety disorders by relieving symptoms and promoting relaxation.,12,Antianxiety medication,Relieves anxiety and promotes relaxation for a calmer state of mind.,Anxiolytics,Medications used to treat anxiety disorders and help alleviate symptoms of anxiety and promote relaxation.,31,MedVantage Labs,5684,MediSupply, 777-333-1111,medi_supply@medi.com,68.62,87.83,1,87.83
